"","method","Replicate number","id_sample","gradient","alti","INat","abundance","stade","state","sexe","mass","referential","canonic","id","rankName","referenceName","familyName","orderName","className","phylumName"
"12","barber",1,"ANI-21-0827","RIS","2195",1,1,"ad",NA,NA,NA,"taxref","Curculionidae",184685,"Famille","Curculionidae Latreille, 1802","Curculionidae","Coleoptera","Insecta","Arthropoda"
"13","barber",1,"ANI-21-0827","RIS","2195",1,1,NA,NA,NA,NA,"gbif",NA,3264953,"Genre","Heteroptera Macquart, 1835","Sphaeroceridae","Diptera","Insecta","Arthropoda"
"14","barber",1,"ANI-21-0827","RIS","2195",1,1,NA,NA,NA,NA,"gbif",NA,3264953,"Genre","Heteroptera Macquart, 1835","Sphaeroceridae","Diptera","Insecta","Arthropoda"
"15","barber",1,"ANI-21-0827","RIS","2195",1,1,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"16","barber",1,"ANI-21-0827","RIS","2195",1,1,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"17","barber",1,"ANI-21-0827","RIS","2195",1,2,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"18","barber",1,"ANI-21-0827","RIS","2195",1,3,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"19","barber",1,"ANI-21-0838","RIS","2340",1,1,"ad",NA,"male",0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","barber",1,"ANI-21-0838","RIS","2340",1,1,"ad",NA,"female",0.793,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","barber",1,"ANI-21-0838","RIS","2340",1,1,"ad",NA,NA,NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"22","barber",1,"ANI-21-0838","RIS","2340",1,1,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"23","barber",1,"ANI-21-0838","RIS","2340",1,1,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"24","barber",1,"ANI-21-0838","RIS","2340",1,1,"ad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","barber",1,"ANI-21-0838","RIS","2340",1,1,"ad",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"26","barber",1,"ANI-21-0849","RIS","2570",1,1,"ad",NA,NA,NA,"gbif",NA,1470,"Ordre","Coleoptera",NA,"Coleoptera","Insecta","Arthropoda"
"27","barber",1,"ANI-21-0849","RIS","2570",1,1,"larv",NA,NA,NA,"gbif",NA,1470,"Ordre","Coleoptera",NA,"Coleoptera","Insecta","Arthropoda"
"28","barber",1,"ANI-21-0849","RIS","2570",1,1,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"29","barber",1,"ANI-21-0849","RIS","2570",1,2,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"30","barber",1,"ANI-21-0849","RIS","2570",1,3,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"31","barber",1,"ANI-21-0860","RIS","2770",1,1,"ad",NA,"female",0.284,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","barber",1,"ANI-21-0860","RIS","2770",1,3,NA,NA,NA,NA,"gbif",NA,3264953,"Genre","Heteroptera Macquart, 1835","Sphaeroceridae","Diptera","Insecta","Arthropoda"
"33","barber",1,"ANI-21-0860","RIS","2770",1,1,"ad",NA,NA,NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"34","barber",1,"ANI-21-0860","RIS","2770",1,1,"ad",NA,NA,NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"35","barber",1,"ANI-21-0860","RIS","2770",1,1,"larv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","barber",1,"ANI-21-0860","RIS","2770",1,3,"ad",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"37","barber",1,"ANI-21-0860","RIS","2770",1,2,"ad",NA,NA,0.0125,"taxref","Trechinae",703278,"Sous-Famille","Trechinae Bonelli, 1810","Carabidae","Coleoptera","Insecta","Arthropoda"
"38","barber",1,"ANI-21-0871","RIS","2890",1,1,"ad",NA,NA,NA,"gbif",NA,8517289,"Genre","Polyphaga Brullé, 1835","Corydiidae","Blattodea","Insecta","Arthropoda"
"39","barber",1,"ANI-21-0871","RIS","2890",1,1,"ad",NA,NA,NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"40","barber",1,"ANI-21-0882","TAN","1420",1,1,NA,NA,NA,NA,"taxref","Cicadellidae",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"41","barber",1,"ANI-21-0882","TAN","1420",1,1,"ad",NA,NA,NA,"gbif",NA,8517289,"Genre","Polyphaga Brullé, 1835","Corydiidae","Blattodea","Insecta","Arthropoda"
"42","barber",1,"ANI-21-0882","TAN","1420",1,1,"ad",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"43","barber",1,"ANI-21-0893","TAN","1700",1,1,"ad",NA,NA,NA,"taxref","Curculionidae",184685,"Famille","Curculionidae Latreille, 1802","Curculionidae","Coleoptera","Insecta","Arthropoda"
"44","barber",1,"ANI-21-0893","TAN","1700",1,31,"ad",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"45","barber",1,"ANI-21-0904","TAN","1890",1,1,"ad",NA,"female",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"46","barber",1,"ANI-21-0904","TAN","1890",1,1,"ad",NA,NA,NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"47","barber",1,"ANI-21-0904","TAN","1890",1,1,"ad",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"48","barber",1,"ANI-21-0904","TAN","1890",1,3,"ad",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"49","barber",1,"ANI-21-0904","TAN","1890",1,1,"ad",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"50","barber",1,"ANI-21-0915","TAN","2100",1,7,"ad",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"51","barber",1,"ANI-21-0915","TAN","2100",1,1,"ad",NA,NA,NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"52","barber",1,"ANI-21-0915","TAN","2100",1,1,"ad",NA,NA,NA,"gbif",NA,8517289,"Genre","Polyphaga Brullé, 1835","Corydiidae","Blattodea","Insecta","Arthropoda"
"53","barber",1,"ANI-21-0915","TAN","2100",1,1,"ad",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"54","barber",1,"ANI-21-0915","TAN","2100",1,1,"ad",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"55","barber",1,"ANI-21-0948","VCHA","1910",1,1,"ad",NA,"female",0.545,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","barber",1,"ANI-21-0948","VCHA","1910",1,1,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"57","barber",1,"ANI-21-0948","VCHA","1910",1,1,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"58","barber",1,"ANI-21-0959","VCHA","2150",1,1,"ad",NA,NA,NA,"taxref","Chrysomeloidea",184642,"Super-Famille","Chrysomeloidea Latreille, 1802",NA,"Coleoptera","Insecta","Arthropoda"
"59","barber",1,"ANI-21-0959","VCHA","2150",1,1,NA,NA,NA,NA,"taxref","Cicadellidae",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"60","barber",1,"ANI-21-0959","VCHA","2150",1,1,"ad",NA,"female",0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","barber",1,"ANI-21-0959","VCHA","2150",1,1,"ad",NA,NA,NA,"gbif",NA,8517289,"Genre","Polyphaga Brullé, 1835","Corydiidae","Blattodea","Insecta","Arthropoda"
"62","barber",1,"ANI-21-0959","VCHA","2150",1,1,"ad",NA,NA,NA,"taxref","Curculionidae",184685,"Famille","Curculionidae Latreille, 1802","Curculionidae","Coleoptera","Insecta","Arthropoda"
"63","barber",1,"ANI-21-0959","VCHA","2150",1,1,"ad",NA,"female",0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","barber",1,"ANI-21-0959","VCHA","2150",1,1,"ad",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"65","barber",1,"ANI-21-0959","VCHA","2150",1,1,"ad",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"66","barber",1,"ANI-21-0959","VCHA","2150",1,1,"ad",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"67","barber",1,"ANI-21-0959","VCHA","2150",1,1,"ad",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"68","barber",1,"ANI-21-0959","VCHA","2150",1,1,"ad",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"69","barber",1,"ANI-21-0959","VCHA","2150",1,1,"ad",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"70","barber",1,"ANI-21-0959","VCHA","2150",1,1,"ad",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"71","barber",1,"ANI-21-0959","VCHA","2150",1,1,"ad",NA,"male",0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","barber",1,"ANI-21-0959","VCHA","2150",1,1,"ad",NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","barber",1,"ANI-21-0970","VCHA","2330",1,1,"ad",NA,NA,NA,"taxref","Curculionidae",184685,"Famille","Curculionidae Latreille, 1802","Curculionidae","Coleoptera","Insecta","Arthropoda"
"74","barber",1,"ANI-21-0970","VCHA","2330",1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","barber",1,"ANI-21-0970","VCHA","2330",1,1,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"76","barber",1,"ANI-21-0970","VCHA","2330",1,2,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"77","barber",1,"ANI-21-0970","VCHA","2330",1,2,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"78","barber",1,"ANI-21-0970","VCHA","2330",1,1,"ad",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"79","barber",1,"ANI-21-0970","VCHA","2330",1,2,"ad",NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"80","barber",1,"ANI-21-0981","VCHA","2510",1,1,"ad",NA,NA,NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"81","barber",1,"ANI-22-0001","ARM","1520",1,1,NA,NA,"unidentified",NA,"taxref","Carabidae",184615,"Famille","Carabidae Latreille, 1802","Carabidae","Coleoptera","Insecta","Arthropoda"
"82","barber",1,"ANI-22-0001","ARM","1520",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","barber",1,"ANI-22-0001","ARM","1520",1,1,NA,NA,NA,NA,"taxref","Carabidae",184615,"Famille","Carabidae Latreille, 1802","Carabidae","Coleoptera","Insecta","Arthropoda"
"84","barber",1,"ANI-22-0001","ARM","1520",1,6,NA,NA,NA,NA,"gbif",NA,811,"Ordre","Diptera",NA,"Diptera","Insecta","Arthropoda"
"85","barber",1,"ANI-22-0001","ARM","1520",1,1,NA,NA,NA,NA,"gbif",NA,811,"Ordre","Diptera",NA,"Diptera","Insecta","Arthropoda"
"86","barber",1,"ANI-22-0001","ARM","1520",1,4,NA,NA,"female",NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"87","barber",1,"ANI-22-0001","ARM","1520",1,1,NA,NA,NA,NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"88","barber",1,"ANI-22-0001","ARM","1520",1,16,NA,NA,NA,NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"89","barber",1,"ANI-22-0001","ARM","1520",1,4,NA,NA,NA,NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"90","barber",1,"ANI-22-0001","ARM","1520",1,1,NA,NA,NA,NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"91","barber",1,"ANI-22-0001","ARM","1520",1,1,NA,NA,NA,NA,"gbif",NA,3264953,"Genre","Heteroptera Macquart, 1835","Sphaeroceridae","Diptera","Insecta","Arthropoda"
"92","barber",1,"ANI-22-0001","ARM","1520",1,1,NA,NA,NA,NA,"gbif",NA,3264953,"Genre","Heteroptera Macquart, 1835","Sphaeroceridae","Diptera","Insecta","Arthropoda"
"93","barber",1,"ANI-22-0001","ARM","1520",1,1,NA,NA,NA,NA,"gbif",NA,3264953,"Genre","Heteroptera Macquart, 1835","Sphaeroceridae","Diptera","Insecta","Arthropoda"
"94","barber",1,"ANI-22-0001","ARM","1520",1,1,NA,NA,"unidentified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","barber",1,"ANI-22-0001","ARM","1520",1,1,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"96","barber",1,"ANI-22-0001","ARM","1520",1,1,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"97","barber",1,"ANI-22-0001","ARM","1520",1,2,NA,NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"98","barber",1,"ANI-22-0012","ARM","1750",1,1,"ad",NA,"unidentified",NA,"taxref","Carabidae",184615,"Famille","Carabidae Latreille, 1802","Carabidae","Coleoptera","Insecta","Arthropoda"
"99","barber",1,"ANI-22-0012","ARM","1750",1,1,"larv",NA,"unidentified",NA,"taxref","Carabidae",184615,"Famille","Carabidae Latreille, 1802","Carabidae","Coleoptera","Insecta","Arthropoda"
"100","barber",1,"ANI-22-0012","ARM","1750",1,1,NA,NA,NA,NA,"taxref","Gastropoda",186338,"Classe","Gastropoda Cuvier, 1795",NA,NA,"Gastropoda","Mollusca"
"101","barber",1,"ANI-22-0012","ARM","1750",1,1,"ad",NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"102","barber",1,"ANI-22-0012","ARM","1750",1,1,"ad",NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"103","barber",1,"ANI-22-0012","ARM","1750",1,1,"larv",NA,NA,NA,"taxref","Orthoptera",185375,"Ordre","Orthoptera Latreille, 1810",NA,"Orthoptera","Insecta","Arthropoda"
"104","barber",1,"ANI-22-0012","ARM","1750",1,1,NA,NA,NA,NA,"gbif",NA,8517289,"Genre","Polyphaga Brullé, 1835","Corydiidae","Blattodea","Insecta","Arthropoda"
"105","barber",1,"ANI-22-0012","ARM","1750",1,1,NA,NA,NA,NA,"gbif",NA,8517289,"Genre","Polyphaga Brullé, 1835","Corydiidae","Blattodea","Insecta","Arthropoda"
"106","barber",1,"ANI-22-0045","MSB","1370",1,1,NA,NA,NA,NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"107","barber",1,"ANI-22-0045","MSB","1370",1,5,NA,NA,NA,NA,"taxref","Geotrupidae",184752,"Famille","Geotrupidae Latreille, 1802","Geotrupidae","Coleoptera","Insecta","Arthropoda"
"108","barber",1,"ANI-22-0045","MSB","1370",1,1,NA,NA,NA,NA,"taxref","Geotrupidae",184752,"Famille","Geotrupidae Latreille, 1802","Geotrupidae","Coleoptera","Insecta","Arthropoda"
"109","barber",1,"ANI-22-0045","MSB","1370",1,1,NA,NA,NA,NA,"taxref","Geotrupidae",184752,"Famille","Geotrupidae Latreille, 1802","Geotrupidae","Coleoptera","Insecta","Arthropoda"
"110","barber",1,"ANI-22-0056","MSB","1420",1,1,"adulte",NA,"unidentified",NA,"taxref","Carabidae",184615,"Famille","Carabidae Latreille, 1802","Carabidae","Coleoptera","Insecta","Arthropoda"
"111","barber",1,"ANI-22-0056","MSB","1420",1,2,NA,NA,NA,NA,"taxref","Cicadellidae",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"112","barber",1,"ANI-22-0056","MSB","1420",1,1,NA,NA,NA,NA,"taxref","Cicadellidae",184992,"Famille","Cicadellidae Latreille, 1802","Cicadellidae","Hemiptera","Insecta","Arthropoda"
"113","barber",1,"ANI-22-0056","MSB","1420",1,1,NA,NA,NA,NA,"gbif",NA,216,"CLASS","Insecta",NA,NA,"Insecta","Arthropoda"
"114","barber",1,"ANI-22-0056","MSB","1420",1,1,NA,NA,NA,NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"115","barber",1,"ANI-22-0056","MSB","1420",1,87,NA,NA,NA,NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"116","barber",1,"ANI-22-0056","MSB","1420",1,16,NA,NA,NA,NA,"taxref","Geotrupidae",184752,"Famille","Geotrupidae Latreille, 1802","Geotrupidae","Coleoptera","Insecta","Arthropoda"
"117","barber",1,"ANI-22-0056","MSB","1420",1,1,"adulte",NA,NA,NA,"gbif",NA,3264953,"Genre","Heteroptera Macquart, 1835","Sphaeroceridae","Diptera","Insecta","Arthropoda"
"118","barber",1,"ANI-22-0056","MSB","1420",1,1,NA,NA,NA,NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"119","barber",1,"ANI-22-0056","MSB","1420",1,1,NA,NA,NA,NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"120","barber",1,"ANI-22-0056","MSB","1420",1,1,NA,NA,NA,NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"121","barber",1,"ANI-22-0056","MSB","1420",1,1,NA,NA,NA,NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"122","barber",1,"ANI-22-0056","MSB","1420",1,1,NA,NA,NA,NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"123","barber",1,"ANI-22-0056","MSB","1420",1,1,NA,NA,NA,NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"124","barber",1,"ANI-22-0056","MSB","1420",1,1,NA,NA,NA,NA,"taxref","Hymenoptera",185126,"Ordre","Hymenoptera Linnaeus, 1758",NA,"Hymenoptera","Insecta","Arthropoda"
"125","barber",1,"ANI-22-0056","MSB","1420",1,1,"larv",NA,NA,NA,"gbif",NA,1470,"Ordre","Coleoptera",NA,"Coleoptera","Insecta","Arthropoda"
"126","barber",1,"ANI-22-0056","MSB","1420",1,1,NA,NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"127","barber",1,"ANI-22-0056","MSB","1420",1,1,NA,NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"128","barber",1,"ANI-22-0056","MSB","1420",1,1,NA,NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"129","barber",1,"ANI-22-0067","MSB","1890",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","barber",1,"ANI-22-0067","MSB","1890",1,2,NA,NA,NA,NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"131","barber",1,"ANI-22-0067","MSB","1890",1,8,NA,NA,NA,NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"132","barber",1,"ANI-22-0067","MSB","1890",1,8,NA,NA,NA,NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"133","barber",1,"ANI-22-0067","MSB","1890",1,2,NA,NA,NA,NA,"taxref","Formicidae",185188,"Famille","Formicidae Latreille, 1809","Formicidae","Hymenoptera","Insecta","Arthropoda"
"134","barber",1,"ANI-22-0067","MSB","1890",1,1,NA,NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"135","barber",1,"ANI-22-0067","MSB","1890",1,1,NA,NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"136","barber",1,"ANI-22-0067","MSB","1890",1,1,NA,NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"137","barber",1,"ANI-22-0067","MSB","1890",1,1,NA,NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
"138","barber",1,"ANI-22-0067","MSB","1890",1,1,NA,NA,NA,NA,"taxref","Staphylinidae",184776,"Famille","Staphylinidae Latreille, 1802","Staphylinidae","Coleoptera","Insecta","Arthropoda"
